,General Journal,5/28/2022,9053,,,6550 · Office Supplies,17.82
,General Journal,5/28/2022,9054,,,6550 · Office Supplies,14.6
,General Journal,5/28/2022,9055,,,6550 · Office Supplies,12.92
,General Journal,5/28/2022,9056,,,6550 · Office Supplies,31.45
,General Journal,5/28/2022,9057,,,6550 · Office Supplies,86.08
,General Journal,5/28/2022,9058,,,6550 · Office Supplies,60.87
,General Journal,5/28/2022,9067,,,6550 · Office Supplies,34.64
,General Journal,5/28/2022,9068,,,6550 · Office Supplies,17.53
,General Journal,5/28/2022,9069,,,6550 · Office Supplies,32.97
,General Journal,5/28/2022,9149,,,6550 · Office Supplies,42.91
,General Journal,5/29/2022,9059,,,6550 · Office Supplies,23.94
,General Journal,5/29/2022,9060,,,6550 · Office Supplies,15.16
,General Journal,5/29/2022,9061,,,6550 · Office Supplies,22.99
,General Journal,5/30/2022,9062,,,6270 · Professional Fees,11.19
,General Journal,5/30/2022,9063,,,6270 · Professional Fees,22.39
,General Journal,5/30/2022,9070,,,6550 · Office Supplies,11.19
,General Journal,5/30/2022,9071,,,6550 · Office Supplies,99.24
,General Journal,5/31/2022,9073,,,6550 · Office Supplies,57.58
,General Journal,5/31/2022,9074,,,40501 · HostDime hosting,162.58
,General Journal,5/31/2022,9075,,,6550 · Office Supplies,26.87
,General Journal,5/31/2022,9076,,,6550 · Office Supplies,19
,General Journal,5/31/2022,9150,,,6550 · Office Supplies,-37.79
,General Journal,6/1/2022,9079,,,6550 · Office Supplies,46.79
,General Journal,6/1/2022,9080,,,6550 · Office Supplies,25.07
,General Journal,6/1/2022,9081,,,6550 · Office Supplies,27.29
,General Journal,6/1/2022,9085,,,6402 · Walmart,41.88
,General Journal,6/1/2022,9086,,,6403 · T & T,56.47
,General Journal,6/1/2022,9151,,,6550 · Office Supplies,33.53
,General Journal,6/3/2022,9088,,,6019 · Parking,2
,General Journal,6/3/2022,9089,,,6403 · T & T,38.78
,General Journal,6/3/2022,9090,,,6401 · Super Store,43.95
,General Journal,6/4/2022,9091,,,6401 · Super Store,36.87
,General Journal,6/4/2022,9152,,,6550 · Office Supplies,28.34
,General Journal,6/5/2022,9093,,,6550 · Office Supplies,117.85
,General Journal,6/5/2022,9094,,,6550 · Office Supplies,50.38
,General Journal,6/6/2022,9096,,,6550 · Office Supplies,45.18
,General Journal,6/6/2022,9097,,,6550 · Office Supplies,12.4
,General Journal,6/6/2022,9098,,,6400 · Home supplier,9.97
,General Journal,6/6/2022,9099,,,6550 · Office Supplies,57.92
,General Journal,6/6/2022,9100,,,6550 · Office Supplies,27.98
,General Journal,6/6/2022,9101,,,6550 · Office Supplies,65.09
,General Journal,6/7/2022,9103,,,1701 · DOMAIN RESELLER ACCOUNT,53.25
,General Journal,6/7/2022,9153,,,6550 · Office Supplies,29.99
,General Journal,6/7/2022,9154,,,6550 · Office Supplies,14.93
,General Journal,6/8/2022,9104,,,6550 · Office Supplies,40.09
,General Journal,6/9/2022,9105,,,6550 · Office Supplies,18.89
,General Journal,6/9/2022,9106,,,6019 · Parking,2
,General Journal,6/9/2022,9107,,,6403 · T & T,11.99
,General Journal,6/9/2022,9110,,,6550 · Office Supplies,52.51
,General Journal,6/10/2022,9108,,,6550 · Office Supplies,37.79
,General Journal,6/11/2022,9111,,,63951 · TSI Internet  Tek savvy,92.91
,General Journal,6/11/2022,9112,,,6550 · Office Supplies,32.18
,General Journal,6/11/2022,9113,,,6401 · Super Store,36.25
,General Journal,6/13/2022,9119,,,6550 · Office Supplies,35.69
,General Journal,6/13/2022,9141,,,6550 · Office Supplies,-3.71
,General Journal,6/14/2022,9140,,,6550 · Office Supplies,-35.69
,General Journal,6/15/2022,9120,,,6550 · Office Supplies,32.59
,General Journal,6/15/2022,9121,,,6550 · Office Supplies,20.99
,General Journal,6/15/2022,9122,,,6550 · Office Supplies,34.99
,General Journal,6/15/2022,9123,,,6550 · Office Supplies,52.4
,General Journal,6/16/2022,9125,,,6550 · Office Supplies,60.8
,General Journal,6/17/2022,9126,,,6550 · Office Supplies,15
,General Journal,6/18/2022,9155,,,6341 · Italkbb-Telephone (604)253-3858,16.64
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
Total 2118 · PC Finacial MasterCard,,,,,,,-427.62
Total 2100 · Credit Card,,,,,,,-427.62
TOTAL,,,,,,,-427.62
